COD_LINEA_NEGOCIO;COD_PRODUCTO;DESC_PRODUCTO;COD_CURRICULO;DESC_CURRICULO;COD_CURSO;DESC_CURSO;DESC_ABRE_CURSO;clave;COD_DIRECCION;NOM_DIRECCION;COD_CURSO_ELEC;CICLO;CANT_CREDITOS;CANT_CREDEQUIV;FECHA_CREACION;USUARIO_CREACION;FECHA_MODIFICACION;USUARIO_MODIFICACION;TOTAL CRED;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de Habiles;201901-41;201902-41;201902-43;202001-44;202001-45;202002-44;202002-45;Total de matriculados;201901-41;201902-41;201902-43;202001-44;202001-45;Total Aprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total Desaprueban;201901-41;201902-41;201902-43;202001-44;202001-45;Total retiros;201901-41;201902-41;201902-43;202001-44;202001-45;Total promedio de nota
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AH66;GESTIÓN DEL TALENTO;GESTIÓN DEL TALENTO;44AH66;AH;ADMINISTRACION Y RECURSOS HUMANOS;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;1111;1322;0;1344;0;1582;5;5364;57;67;0;74;0;131;0;329;46;52;0;68;0;166;11;15;0;6;0;32;8;12;0;6;0;26;16.2244898;16.25454545;;17.42647059;;16.63516861
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AH67;LIDERAZGO Y PENSAMIENTO SISTÉMICO;LIDERAZGO Y PENSAMIENTO S;44AH67;AH;ADMINISTRACION Y RECURSOS HUMANOS;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;1064;1247;0;1260;0;1462;5;5038;107;80;0;113;0;150;1;451;76;66;0;104;0;246;31;14;0;9;0;54;28;14;0;8;0;50;16.32911392;16.24242424;;15.87619048;;16.14924288
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;DE440;AMERICAN GOVERNMENT;AMERICAN GOVERNMENT;44DE440;DE;DERECHO;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU372;MODERN POPULAR CULTURE;MODERN POPULAR CULTURE;44HU372;HU;HUMANIDADES;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;0;0;2;0;36;0;117;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU373;INTRODUCTION TO SOCIOLOGY;INTRODUCTION TO SOCIOLOGY;44HU373;HU;HUMANIDADES;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU374;INTRODUCTION TO PHILOSOPHY;INTRODUCTION TO PHILOSOPH;44HU374;HU;HUMANIDADES;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;1005;4;2;0;37;0;1127;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU375;INTER EXP: SUST. QUAL OF LIFE IN THE CITY;INTERDISCIPLINARY EXPERIE;44HU375;HU;HUMANIDADES;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU394;HUMANITIES THROUGH THE ARTS;HUMANITIES THROUGH THE AR;44HU394;HU;HUMANIDADES;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU469;DEPORTE Y POLÍTICA;DEPORTE Y POLÍTICA;44HU469;HU;HUMANIDADES;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;2023;2313;2;2413;4;2696;20;9471;8;12;0;8;0;48;0;76;6;9;0;6;0;21;2;3;0;2;0;7;2;3;0;2;0;7;15.66666667;16.33333333;;17.33333333;;16.44444444
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU473;ENVIRONMENTAL SCIENCE;ENVIRONMENTAL SCIENCE;44HU473;HU;HUMANIDADES;ELECTIVO;06;2;0;8/10/2019;TMONDRAG;;;2;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU522;LA INEVITABLE GLOBALIZACIÓN;LA INEVITABLE GLOBALIZACI;44HU522;HU;HUMANIDADES;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;0;1454;0;1466;0;1761;5;4686;0;9;0;6;0;10;0;25;0;3;0;5;0;8;0;6;0;1;0;7;0;5;0;1;0;6;;14;;17.4;;15.7
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR189;PORTUGUÉS BÁSICO;PORTUGUÉS;44TR189;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;945;1099;0;1101;0;1309;2;4456;13;15;0;28;0;59;0;115;8;13;0;28;0;49;5;2;0;0;0;7;4;2;0;0;0;6;15.66666667;15.92307692;;17.42857143;;16.33943834
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR281;ACADEMIC WRITING;ACADEMIC WRITING;44TR281;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;0;0;0;862;0;1006;0;1868;0;0;0;9;0;14;0;23;0;0;0;8;0;8;0;0;0;1;0;1;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;15.11111111;;15.11111111
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR282;LATÍN;LATÍN;44TR282;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;0;0;0;1137;0;1371;2;2510;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR195;CHINO BÁSICO 1;CHINO BÁSICO 1;44TR195;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;961;1117;0;1117;0;1343;2;4540;5;19;0;9;0;16;0;49;5;10;0;8;0;23;0;9;0;1;0;10;0;7;0;1;0;8;17.6;14.91666667;;18.125;;16.88055556
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR224;FRANCÉS BÁSICO 1;FRANCÉS BÁSICO 1;44TR224;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;06;3;0;8/10/2019;TMONDRAG;;;3;948;1101;0;1106;0;1331;2;4488;14;20;0;22;0;43;0;99;9;10;0;11;0;30;5;10;0;11;0;26;3;9;0;10;0;22;14.36363636;14.63636364;;15.75;;14.91666667
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AM130;ADVERTISING MANAGEMENT;ADVERTISING MANAGEMENT;44AM130;AM;ADMINISTRACION Y MARKETING;ELECTIVO;07;3;0;8/10/2019;TMONDRAG;;;3;3;5;0;4;0;3;0;15;0;0;0;1;0;0;0;1;0;0;0;1;0;1;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;;;;14;;14
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR190;PORTUGUÉS INTERMEDIO 1;PORTUGUÉS INTERMEDIO 1;44TR190;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;8/10/2019;TMONDRAG;;;3;22;29;0;0;0;60;0;111;0;2;0;0;0;8;0;10;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;;16;;;;16
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR196;CHINO BÁSICO 2;CHINO BÁSICO 2;44TR196;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;8/10/2019;TMONDRAG;;;3;8;13;0;0;0;1;0;22;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR285;LATÍN 2;LATÍN 2;44TR285;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR222;ENGLISH COMPOSITION 1;ENGLISH COMPOSITION 1;44TR222;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;8/10/2019;TMONDRAG;;;3;2;5;0;0;0;1;0;8;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR240;FRANCÉS BÁSICO 2;FRANCÉS BÁSICO 2;44TR240;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;07;3;0;8/10/2019;TMONDRAG;;;3;20;28;0;29;0;37;0;114;2;5;0;1;0;3;0;11;0;1;0;1;0;2;2;4;0;0;0;6;2;4;0;0;0;6;;14;;14;;14
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AM131;COMPETITIVE STRATEGY;COMPETITIVE STRATEGY;44AM131;AM;ADMINISTRACION Y MARKETING;ELECTIVO;08;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR191;PORTUGUÉS INTERMEDIO 2;PORTUGUÉS INTERMEDIO 2;44TR191;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR197;CHINO BÁSICO 3;CHINO BÁSICO 3;44TR197;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;TR223;ENGLISH COMPOSITION 2;ENGLISH COMPOSITION 2;44TR223;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AH57;DISCAPACIDAD E INCLUSIÓN;DISCAPACIDAD E INCLUSIÓN;44AH57;HU;HUMANIDADES;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;1987;2250;2;2363;4;2610;19;9235;14;18;0;9;0;12;0;53;10;12;0;8;0;30;4;6;0;1;0;11;3;6;0;1;0;10;16;15.5;;16.375;;15.95833333
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;AM132;BUSINESS MARKETING STRATEGY;BUSINESS MARKETING STRATE;44AM132;AM;ADMINISTRACION Y MARKETING;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;HU508;CINE Y MUNDO CONTEMPORÁNEO;CINE Y MUNDO CONTEMPORÁNE;44HU508;HU;HUMANIDADES;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;2323;0;2427;0;2713;0;7463;0;4;0;5;0;7;0;16;0;3;0;4;0;7;0;1;0;1;0;2;0;1;0;1;0;2;;16;;14.75;;15.375
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN155;GERENCIA DE COMPRAS Y ABASTECIMIENTO;GERENCIA DE COMPRAS Y ABA;44IN155;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;295;349;0;438;0;464;2;1548;49;77;0;119;0;85;0;330;45;66;0;114;0;225;4;11;0;5;0;20;3;10;0;4;0;17;16.15217391;15.50746269;;16.4;;16.01987887
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN181;PROSPECTIVA ESTRATÉGICA;PROSPECTIVA ESTRATÉGICA;44IN181;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;373;450;0;499;0;604;2;1928;24;21;0;31;0;23;0;99;22;18;0;30;0;70;2;3;0;1;0;6;1;3;0;1;0;5;15.43478261;16.77777778;;17.9;;16.7041868
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN186;SISTEMAS DE INFORMACIÓN ERP;SISTEMAS DE INFORMA ERP;44IN186;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;366;393;0;463;0;524;2;1748;97;83;0;93;0;120;0;393;74;53;0;79;0;206;23;30;0;14;0;67;17;24;0;11;0;52;15.85;15.38983051;;16.30487805;;15.84823619
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN223;PLANIFICACIÓN DE LA PRODUCCIÓN ERP;PLANIF. DE LA PRODUC ERP;44IN223;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;79;0;0;2;0;37;0;118;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN226;EX - ORGANIZACION Y LEGISLACION INDUSTRIAL;EX ORGANIZACION Y LEGISLA;44IN226;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN227;EX PLANEAMIENTO ESTRATEGICO (IND);EX PLANEAMIENTO ESTRATEGI;44IN227;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN228;EX PLANEAMIENTO Y GESTIÓN DE ALMACENES;EX PLANEAMIENTO Y GESTIÓN;44IN228;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN229;EX GESTIÓN DE SERVICIO AL CLIENTE (CRM);EX GESTIÓN DE SERVICIO AL;44IN229;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;36;1;42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN231;EX - COMERCIO EXTERIOR;EX - COMERCIO EXTERIOR;44IN231;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;44;Curricula 2020-00;IN232;EX - INFORMÁTICA PARA LOS NEGOCIOS;EX - INFORM. PARA LOS NEG;44IN232;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);TR191;PORTUGUÉS INTERMEDIO 2;PORTUGUÉS INTERMEDIO 2;45TR191;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;08;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);IN226;EX - ORGANIZACION Y LEGISLACION INDUSTRIAL;EX ORGANIZACION Y LEGISLA;45IN226;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);IN227;EX PLANEAMIENTO ESTRATEGICO (IND);EX PLANEAMIENTO ESTRATEGI;45IN227;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);IN335;SISTEMAS DE INFORMACIÓN;SISTEMAS DE INFORMACIÓN;45IN335;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);IN336;EVALUACIÓN DE PROYECTOS;EVALUACIÓN DE PROYECTOS;45IN336;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);IN228;EX PLANEAMIENTO Y GESTIÓN DE ALMACENES;EX PLANEAMIENTO Y GESTIÓN;45IN228;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;37;1;43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
U;03310004;INGENIERÍA INDUSTRIAL;45;Curricula 2020-00 (Ingresantes);IN229;EX GESTIÓN DE SERVICIO AL CLIENTE (CRM);EX GESTIÓN DE SERVICIO AL;45IN229;IN;INGENIERIA INDUSTRIAL;ELECTIVO;09;3;0;8/10/2019;TMONDRAG;;;3;0;3;0;2;0;36;1;42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
