;COD_LINEA_NEGOCIO;COD_PRODUCTO;DESC_PRODUCTO;COD_CURRICULO;DESC_CURRICULO;COD_CURSO;DESC_CURSO;DESC_ABRE_CURSO;clave;COD_DIRECCION;NOM_DIRECCION;COD_CURSO_ELEC;CICLO;CANT_CREDITOS;CANT_CREDEQUIV;FECHA_CREACION;USUARIO_CREACION;FECHA_MODIFICACION;USUARIO_MODIFICACION;TOTAL CRED;REQUISITO;REQUISITO PYTHON;Ruta Critica
499;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN234;EX - SISTEMAS DE INFORMACIÓN;EX - SISTEMAS DE INFORMAC;43IN234;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
500;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;AH57;DISCAPACIDAD E INCLUSIÓN;DISCAPACIDAD E INCLUSIÓN;43AH57;HU;HUMANIDADES;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
501;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN328;OPTIMIZACIÓN DE PROCESOS;OPTIMIZACIÓN DE PROCESOS;43IN328;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;8;4;0;2019-06-05 10:16:58;JAGUILAR;;;4;;;0.0
502;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN327;SISTEMAS AVANZADOS  DE MANUFACTURA;SISTEMAS AVANZADOS  DE MA;43IN327;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;5;0;2019-06-05 10:17:35;JAGUILAR;;;5;;;0.0
503;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN45;PROYECTO DE INVESTIGACIÓN APLICADA 1;PROY.INVESTIG.APLIC. 1;43IN45;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;9;5;0;2019-06-05 07:49:09;JAGUILAR;2019-06-05 07:52:58;JAGUILAR;5;;;0.0
504;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN233;EX - DIRECCIÓN DE EMPRESAS;EX - DIRECCIÓN DE EMPRESA;43IN233;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
505;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN229;EX GESTIÓN DE SERVICIO AL CLIENTE (CRM);EX GESTIÓN DE SERVICIO AL;43IN229;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
506;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN228;EX PLANEAMIENTO Y GESTIÓN DE ALMACENES;EX PLANEAMIENTO Y GESTIÓN;43IN228;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
507;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN227;EX PLANEAMIENTO ESTRATEGICO (IND);EX PLANEAMIENTO ESTRATEGI;43IN227;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
508;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN226;EX - ORGANIZACION Y LEGISLACION INDUSTRIAL;EX ORGANIZACION Y LEGISLA;43IN226;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
509;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN186;SISTEMAS DE INFORMACIÓN ERP;SISTEMAS DE INFORMA ERP;43IN186;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
510;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN181;PROSPECTIVA ESTRATÉGICA;PROSPECTIVA ESTRATÉGICA;43IN181;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
511;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN155;GERENCIA DE COMPRAS Y ABASTECIMIENTO;GERENCIA DE COMPRAS Y ABA;43IN155;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
512;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN230;ELECTIVO DE CARRERA 2;ELECTIVO DE CARRERA 2;43IN230;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
513;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN231;EX - COMERCIO EXTERIOR;EX - COMERCIO EXTERIOR;43IN231;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
514;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;AM132;BUSINESS MARKETING STRATEGY;BUSINESS MARKETING STRATE;43AM132;AM;ADMINISTRACION Y MARKETING;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
515;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN223;PLANIFICACIÓN DE LA PRODUCCIÓN ERP;PLANIF. DE LA PRODUC ERP;43IN223;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
516;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN149;PLANEAMIENTO Y GESTIÓN DE INVENTARIOS;PLANEAMIENTO Y GESTIÓN DE;43IN149;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
517;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN185;MANUFACTURA INTEGRADA POR COMPUTADOR;MANUFACTURA INTE POR COMP;43IN185;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
518;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN187;GESTIÓN DEL TRANSPORTE Y DISTRIBUCIÓN;GESTIÓN DEL TRANS Y DISTR;43IN187;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;2019-06-05 17:42:54;;3;;;0.0
519;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN183;ENERGÍAS RENOVABLES Y PRODUCCIÓN LIMPIA;ENERGÍAS RENO Y PRODUC LI;43IN183;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
520;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN317;ESTÁTICA;ESTÁTICA;43IN317;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;4;3;0;2019-06-05 10:20:43;JAGUILAR;;;3;;;0.0
521;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;AM134;STRATEGIC MARKETING COMMUNICATION;STRATEGIC MARKETING COMMU;43AM134;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
522;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;AM133;MARKETING STRATEGY;MARKETING STRATEGY;43AM133;AM;ADMINISTRACION Y MARKETING;ELECTIVO;10;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
523;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN150;SUPPLY CHAIN MANAGEMENT;SUPPLY CHAIN MANAGEMENT;43IN150;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 07:49:09;JAGUILAR;2019-06-05 17:42:54;;3;;;0.0
524;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN46;PROYECTO DE INVESTIGACION APLICADA 2;PROY.INVEST.APLIC. 2;43IN46;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;10;5;0;2019-06-05 07:49:09;JAGUILAR;2019-06-05 07:52:58;JAGUILAR;5;;;0.0
525;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN184;CONTROL ESTADÍSTICO DE PROCESOS;CONTROL ESTADÍSTICO DE PR;43IN184;IN;INGENIERIA INDUSTRIAL;ELECTIVO;10;3;0;2019-06-05 07:49:09;JAGUILAR;;;3;;;0.0
526;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN342;INGENIERÍA DE MÉTODOS 1;INGENIERÍA DE MÉTODOS 1;43IN342;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;5;4;0;2019-06-05 10:25:39;JAGUILAR;2019-06-06 08:03:30;JAGUILAR;4;;;0.0
527;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN323;LOGÍSTICA INTEGRADA Y CADENA DE ABASTECIMIENTOS;LOGÍSTICA INTEGRADA Y CA;43IN323;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;7;5;0;2019-06-05 10:25:39;JAGUILAR;;;5;;;0.0
528;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN325;GESTIÓN DEL MANTENIMIENTO;GESTIÓN DEL MANTENIMIENTO;43IN325;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;9;4;0;2019-06-05 10:25:40;JAGUILAR;;;4;;;0.0
529;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN343;INGENIERÍA ECONÓMICA;INGENIERÍA ECONÓMICA;43IN343;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;5;4;0;2019-06-05 10:25:40;JAGUILAR;;;4;;;0.0
530;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN320;INGENIERÍA DE MÉTODOS 2;INGENIERÍA DE MÉTODOS 2;43IN320;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;6;4;0;2019-06-05 10:25:40;JAGUILAR;;;4;;;0.0
531;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN331;TALLER HERRAMIENTAS  LEAN 1;TALLER HERRAMIENTAS  LEAN;43IN331;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:00:25;JAGUILAR;;;3;;;0.0
532;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN332;TALLER HERRAMIENTAS LEAN 2;TALLER HERRAMIENTAS LEAN;43IN332;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:00:54;JAGUILAR;;;3;;;0.0
533;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN333;TOPICOS AVANZADOS DE LEAN;TOPICOS AVANZADOS DE LEAN;43IN333;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:01:28;JAGUILAR;;;3;;;0.0
534;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN334;PLANEAMIENTO ESTRATÉGICO;PLANEAMIENTO ESTRATÉGICO;43IN334;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:01:53;JAGUILAR;;;3;;;0.0
535;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN335;SISTEMAS DE INFORMACIÓN;SISTEMAS DE INFORMACIÓN;43IN335;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:02:20;JAGUILAR;;;3;;;0.0
536;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN336;EVALUACIÓN DE PROYECTOS;EVALUACIÓN DE PROYECTOS;43IN336;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:02:48;JAGUILAR;;;3;;;0.0
537;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN337;ANTROPOMETRÍA Y ERGONOMÍA;ANTROPOMETRÍA Y ERGONOMÍA;43IN337;IN;INGENIERIA INDUSTRIAL;ELECTIVO;9;3;0;2019-06-05 18:03:24;JAGUILAR;;;3;;;0.0
538;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN344;ENFOQUE AL CLIENTE;ENFOQUE AL CLIENTE;43IN344;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 07:13:53;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
539;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN345;SIX SIGMA;SIX SIGMA;43IN345;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 07:14:20;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
540;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN158;GESTIÓN DEL CAPITAL HUMANO;GESTIÓN DEL CAPITAL HUMAN;43IN158;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 07:16:30;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
541;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN338;TÓPICOS AVANZADOS DE DISEÑO;TÓPICOS AVANZADOS DE DISE;43IN338;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:28:47;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
542;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN339;DISEÑO DE EXPERIMENTOS;DISEÑO DE EXPERIMENTOS;43IN339;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:29:08;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
543;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN340;INGENIERÍA DE LA CONFIABILIDAD;INGENIERÍA DE LA CONFIABI;43IN340;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:29:35;JAGUILAR;2019-06-14 09:49:00;;3;;;0.0
544;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN341;TÓPICOS AVANZADOS DE CALIDAD;TÓPICOS AVANZADOS DE CALI;43IN341;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:30:33;JAGUILAR;2019-06-14 09:49:00;;3;;;0.0
545;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN346;FUNDAMENTOS DE LEAN;FUNDAMENTOS DE LEAN;43IN346;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:31:03;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
546;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN347;FINANZAS;FINANZAS;43IN347;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:31:25;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
547;U;3310004;INGENIERÍA INDUSTRIAL;43;Malla Nueva Ingresantes 201902;IN348;SISTEMAS INTEGRADOS DE GESTIÓN;SISTEMAS INTEGRADOS DE GE;43IN348;IN;INGENIERIA INDUSTRIAL;ELECTIVO;5;3;0;2019-06-06 11:31:44;JAGUILAR;2019-06-14 09:48:59;;3;;;0.0
548;U;3310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU522;LA INEVITABLE GLOBALIZACIÓN;LA INEVITABLE GLOBALIZACI;41HU522;HU;HUMANIDADES;ELECTIVO;6;3;0;2019-04-04 18:28:36;MZAVALA;;;3;;;0.0
549;U;3310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;TR240;FRANCÉS BÁSICO 2;FRANCÉS BÁSICO 2;41TR240;TR;TRADUCCION E INTERPRETACION PROFESIONAL;ELECTIVO;7;3;0;2017-07-21 17:23:28;JAGUILAR;;;3;;;0.0
550;U;3310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;HU469;DEPORTE Y POLÍTICA;DEPORTE Y POLÍTICA;41HU469;HU;HUMANIDADES;ELECTIVO;6;3;0;2018-02-02 11:31:04;JAGUILAR;;;3;;;0.0
551;U;3310004;INGENIERÍA INDUSTRIAL;41;201502 - LU;DE440;AMERICAN GOVERNMENT;AMERICAN GOVERNMENT;41DE440;DE;DERECHO;ELECTIVO;6;2;0;2017-07-05 10:33:42;MZAVALA;;;2;;;0.0
552;U;3310004;INGENIERÍA INDUSTRIAL;42;201502 - LU(desactivada);IN97;LOGÍSTICA INTEGRADA Y CADENA DE ABASTECIMIENTOS;LOGÍSTICA INTEGRADA Y CAD;42IN97;IN;INGENIERIA INDUSTRIAL;OBLIGATORIO;8;4;0;2016-05-02 14:27:06;EDALVARE;2019-10-10 16:43:12;JOLIVARE;4;;;0.0
