COD_ALUMNO;201901;201902;202001;202002;cuantos ciclos tiene el alumno;curricula ;nivel alumno;201901;201902;202001;202002;18;23;27;MAX_CREDITAJE;NUM_TURNO;POND_ACTUAL;POND_ACUMULADO;NUM_OBS_CONS;NUM_OBS_ALTE;TIPO_MERITO;m_habil_COD_CURSO;201901;201902;202001;202002;201901;201902;202001;202002;COD_ESTADO_MAT_CUR;NUM_VEZ_CURSO;Extra_acad;NO;SI;promadio de aprobacion de cursos de manera historica;ADMINISTRACION;ADMINISTRACION Y MARKETING;ADMINISTRACION Y RECURSOS HUMANOS;CIENCIAS;ECONOMIA Y NEGOCIOS INTERNACIONALES;HUMANIDADES;INGENIERIA INDUSTRIAL;INICIATIVA EMPRESARIAL;TRADUCCION E INTERPRETACION PROFESIONAL;#N/D;m_habil_DES_TIPO_INGRESO;SEXO;Edad;201901;201902;202001;202002;0;1;RIESGO
201720600;10;8;9;10;4;44;4;18;23;18;18;3;1;0;2;114;12.59;12.72;2;3;0;10;10;8;9;10;4;5;4;4;46%;;0;6;7;41%;0%;0%;0%;50%;0%;0%;60%;0%;0%;0%;EVALUACION INTEGRAL;1;21;1;0;0;0;3;1;0
201819943;9;;;;1;41;2;27;0;0;0;0;0;1;5;42;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;1;0;0;0;0;0;4;0;0
201717442;5;4;7;7;4;44;2;18;18;23;23;2;2;0;3.5;89;55;13.28;2;2;0;7;5;4;7;7;4;4;6;0;61%;;0;11;3;21%;0%;0%;0%;20%;50%;0%;20%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;1;0;0;3;1;0
201720459;7;4;8;;3;44;3;18;18;23;0;2;1;0;3.5;67;14.33;11.97;2;2;0;8;7;4;8;0;4;2;0;0;32%;;0;1;5;83%;0%;0%;0%;67%;0%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;23;0;1;0;0;3;1;0
201824141;9;5;7;9;4;44;3;18;23;23;23;1;3;0;3.5;104;14.06;13.73;0;1;0;9;9;5;7;9;4;4;4;5;57%;;0;5;7;41%;0%;0%;0%;67%;0%;67%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201614106;10;9;9;11;4;44;4;27;27;27;27;0;0;4;5;54;16.36;14.38;0;1;0;11;10;9;9;11;5;0;5;0;26%;;0;2;8;80%;0%;0%;0%;83%;0%;100%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201712746;7;1;;1;3;45;2;18;18;0;18;3;0;0;1;112;12;11.71;2;2;0;1;7;1;0;1;3;0;0;1;44%;;0;2;1;25%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;1;1;0;1;1;3;1
201819245;6;4;8;9;4;44;3;18;18;23;18;3;1;0;2;110;13.43;12.51;2;1;0;9;6;4;8;9;4;3;6;3;59%;;0;7;6;38%;0%;0%;0%;60%;0%;100%;40%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;1;0;1;2;2;1
201820003;10;8;8;12;4;44;5;27;27;27;27;0;0;4;5;33;17.23;16.82;0;0;5;12;10;8;8;12;7;5;5;6;61%;;1|;0;16;70%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
20181C925;7;6;9;10;4;44;5;23;27;27;23;0;2;2;3.5;89;15;15.43;0;0;5;10;7;6;9;10;5;5;5;6;66%;;0;0;15;71%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201712955;9;6;8;8;4;44;3;23;18;18;27;2;1;1;4.5;82;15.29;12.48;2;5;0;8;9;6;8;8;5;5;4;6;65%;;0;5;9;45%;0%;0%;0%;83%;0%;100%;25%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;0;0;0;4;0;0
201822469;10;8;7;12;4;44;5;27;27;27;27;0;0;4;5;31;17.36;16.52;0;0;5;12;10;8;7;12;6;5;5;7;62%;;1|;0;15;65%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;20;0;0;0;0;4;0;0
201724574;4;5;9;8;4;44;4;18;18;27;27;2;0;2;4.5;43;16.79;14.52;0;1;3;8;4;5;9;8;3;4;5;6;69%;;0;2;10;56%;0%;0%;0%;100%;100%;0%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;1;0;0;3;1;0
20181A502;8;7;8;7;4;44;3;23;18;27;27;1;1;2;4.5;79;15.43;14.14;1;1;0;7;8;7;8;7;4;4;6;6;67%;;0;5;9;45%;0%;0%;0%;60%;0%;75%;60%;0%;0%;0%;EVALUACION INTEGRAL;1;19;0;0;0;0;4;0;0
201822645;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;55;16.32;17.39;0;0;1;12;9;8;7;12;5;5;5;7;61%;;0;0;15;68%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;21;0;0;0;0;4;0;0
201719635;8;10;;;2;41;2;18;18;0;0;2;0;0;1;110;12.22;12.13;4;4;0;10;8;10;0;0;4;5;0;0;50%;;|1;4;4;44%;0%;0%;0%;33%;0%;100%;100%;0%;0%;100%;SELECCIÓN PREFERENTE;0;21;0;1;0;0;3;1;0
20181E794;7;6;7;11;4;44;4;23;23;23;27;0;3;1;4.5;54;16.35;14.11;0;0;0;11;7;6;7;11;5;5;5;6;68%;;1|;4;10;48%;0%;0%;0%;83%;0%;50%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201815536;6;6;6;6;4;44;2;18;18;18;18;4;0;0;1;117;55;11.55;3;3;0;6;6;6;6;6;3;5;4;0;50%;;2|;8;2;17%;0%;0%;0%;20%;0%;50%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;1;1;0;0;2;2;0
201424200;5;6;9;11;4;44;3;18;18;18;27;3;0;1;4;60;16.14;11.9;2;7;0;11;5;6;9;11;4;4;4;6;58%;;0;7;5;28%;0%;0%;0%;38%;0%;0%;50%;0%;0%;0%;ADP REGULAR;1;24;1;1;1;0;1;3;0
201710957;6;6;8;9;4;44;4;23;18;27;27;1;1;2;4.5;18;18.26;15.77;1;1;1;9;6;6;8;9;6;4;5;5;69%;;2|;4;9;45%;0%;0%;0%;71%;0%;0%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
201821069;9;8;7;;3;44;3;27;27;18;0;1;0;2;3;80;13.7;15.05;0;0;3;7;9;8;7;0;5;5;0;0;42%;;0;1;9;90%;0%;0%;0%;80%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;1;0;3;1;0
20181B780;7;6;;;2;41;2;23;23;0;0;0;2;0;4;93;55;13.89;0;1;0;6;7;6;0;0;5;0;0;0;38%;;0;5;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201713445;8;;;;1;41;2;18;0;0;0;1;0;0;1;103;11.75;12.41;3;3;0;8;8;0;0;0;4;0;0;0;50%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;1;0;0;0;3;1;0
201715707;10;9;;;2;41;2;18;18;0;0;2;0;0;1;110;10.44;12.9;2;2;0;9;10;9;0;0;4;0;0;0;21%;;0;3;1;25%;0%;0%;0%;50%;0%;0%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;21;0;1;0;0;3;1;0
201724421;8;6;;;2;41;2;18;18;0;0;2;0;0;1;113;9.38;11.9;2;2;0;6;8;6;0;0;4;0;0;0;29%;;0;3;1;25%;0%;0%;0%;0%;0%;50%;0%;0%;0%;0%;EVALUACION INTEGRAL;1;0;0;1;0;0;3;1;0
201818999;6;6;6;6;4;44;2;27;23;23;18;1;2;1;3;115;12.35;13.71;1;1;0;6;6;6;6;6;5;0;5;4;58%;;0;5;5;36%;0%;0%;0%;75%;50%;50%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;1;3;1;1
201811051;7;6;;;2;41;2;18;18;0;0;2;0;0;1;96;0;0;0;0;0;6;7;6;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;BECAS PRONABEC;0;0;1;1;0;0;2;2;0
20181A767;8;8;11;80;4;44;5;27;27;27;27;0;0;4;5;43;16.8;16.47;0;0;3;80;8;8;11;80;5;5;4;7;20%;;0;2;12;57%;0%;0%;0%;100%;0%;100%;67%;0%;0%;0%;EVALUACION INTEGRAL;1;26;0;0;0;0;4;0;0
201523625;5;6;7;8;4;45;2;18;18;18;18;4;0;0;1;102;11.33;11.62;3;5;0;8;5;6;7;8;3;4;0;5;46%;;0;5;2;17%;0%;0%;0%;50%;0%;0%;0%;0%;0%;0%;GENERAL;1;23;1;0;1;0;2;2;0
201816819;6;3;7;7;4;44;3;18;18;23;27;2;1;1;4.5;61;16.09;13.29;3;2;0;7;6;3;7;7;4;2;6;5;74%;;0;3;9;53%;0%;0%;0%;75%;100%;100%;60%;0%;0%;0%;EVALUACION INTEGRAL;1;19;0;1;0;0;3;1;0
201723337;6;11;11;15;4;44;5;18;23;23;27;1;2;1;4.5;82;15.3;14.44;0;0;0;15;6;11;11;15;4;5;6;8;53%;;0;1;14;61%;0%;0%;0%;100%;0%;0%;90%;0%;0%;0%;EVALUACION INTEGRAL;1;25;1;0;0;0;3;1;0
201810606;5;4;;;2;41;2;27;18;0;0;1;0;1;2;111;10.33;13.63;1;1;0;4;5;4;0;0;2;0;0;0;22%;;0;2;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
20151B926;9;8;;;2;41;2;18;18;0;0;2;0;0;1;116;9;10.2;6;6;0;8;9;8;0;0;5;1;0;0;35%;;0;6;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;22;0;1;0;0;3;1;0
201822649;9;7;8;12;4;44;5;23;23;27;27;0;2;2;4.5;69;15.8;15.44;0;0;3;12;9;7;8;12;5;5;6;6;61%;;0;1;15;68%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;BECAS PRONABEC;0;20;0;0;0;0;4;0;0
20181D698;12;14;11;47;4;44;4;23;23;18;27;1;2;1;4.5;9;15.35;14.02;1;1;0;47;12;14;11;47;8;9;8;10;42%;;|10;4;11;31%;0%;0%;0%;71%;0%;100%;83%;0%;0%;100%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201818800;6;6;;;2;41;2;27;18;0;0;1;0;1;2;101;6.5;12.23;2;2;0;6;6;6;0;0;4;3;0;0;58%;;0;6;1;14%;0%;0%;0%;0%;0%;0%;33%;0%;0%;0%;EVALUACION INTEGRAL;1;19;0;0;0;0;4;0;0
201522406;8;7;6;;3;44;2;18;18;18;0;3;0;0;1;74;14;12.17;0;1;0;6;8;7;6;0;4;4;0;0;38%;;0;6;2;25%;0%;0%;0%;50%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;1;1;1;0;1;3;0
201718600;11;10;9;12;4;44;4;18;18;18;27;3;0;1;4;62;16.06;12.43;4;3;0;12;11;10;9;12;5;5;5;6;50%;;0;5;10;48%;0%;0%;0%;86%;0%;50%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;1;1;0;2;2;0
201824358;9;8;10;11;4;44;5;27;27;23;27;0;1;3;4.5;80;15.36;15.26;0;0;3;11;9;8;10;11;6;5;5;6;58%;;0;0;16;73%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
20181E095;9;8;8;13;4;44;3;23;23;18;27;1;2;1;4.5;23;17.81;13.7;1;1;1;13;9;8;8;13;5;5;4;7;55%;;0;6;8;38%;0%;0%;0%;56%;0%;0%;60%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201819188;7;6;8;10;4;44;4;23;18;18;27;2;1;1;4.5;83;15.24;13.13;2;3;0;10;7;6;8;10;6;4;4;0;45%;;0;5;9;64%;0%;0%;0%;71%;0%;67%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
201713511;5;8;8;8;4;44;3;18;18;18;18;4;0;0;1;106;9.94;10.89;5;5;0;8;5;8;8;8;4;4;0;5;45%;;0;6;2;15%;0%;0%;0%;25%;0%;0%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201723222;9;10;9;14;4;44;5;18;18;23;23;2;2;0;3.5;105;13.96;12.79;4;3;0;14;9;10;9;14;4;3;6;0;31%;;0;3;10;77%;0%;0%;0%;75%;0%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201824131;14;8;7;12;4;44;5;27;27;27;27;0;0;4;5;59;16.18;17.15;0;0;5;12;14;8;7;12;6;5;5;6;54%;;0;1;15;68%;0%;0%;0%;100%;50%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;21;0;0;0;0;4;0;0
201816837;7;5;7;10;4;44;4;23;18;27;27;1;1;2;4.5;40;16.91;14.3;1;1;3;10;7;5;7;10;5;5;6;6;76%;;0;5;11;50%;0%;0%;0%;80%;0%;75%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
20181C150;6;5;8;;3;44;3;23;18;23;0;1;2;0;3.5;79;13.75;13.66;1;1;0;8;6;5;8;0;4;4;0;0;42%;;0;5;3;38%;0%;0%;0%;50%;0%;50%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201712954;9;6;7;8;4;44;4;18;18;18;27;3;0;1;4;41;16.89;12.67;0;2;3;8;9;6;7;8;5;4;4;6;63%;;0;2;11;58%;0%;0%;0%;83%;0%;100%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;1;1;1;0;1;3;0
201822879;10;9;7;11;4;44;4;27;27;23;27;0;1;3;4.5;60;16.14;15.52;0;0;3;11;10;9;7;11;6;6;5;6;62%;;|2;1;14;61%;0%;0%;0%;88%;0%;100%;100%;0%;0%;100%;EVALUACION INTEGRAL;0;20;0;0;0;0;4;0;0
20171A066;7;5;4;;3;44;2;18;18;18;0;3;0;0;1;105;10.54;11.71;5;5;0;4;7;5;4;0;4;4;0;0;50%;;0;6;2;25%;0%;0%;0%;25%;0%;100%;0%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;1;1;0;2;2;0
20181E543;9;8;8;10;4;44;3;18;18;27;27;2;0;2;4.5;70;15.77;13.22;2;1;3;10;9;8;8;10;4;4;6;7;60%;;0;6;8;38%;0%;0%;0%;63%;0%;100%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
201717593;10;8;;;2;41;3;18;18;0;0;2;0;0;1;114;8.67;11.76;3;3;0;8;10;8;0;0;5;0;0;0;28%;;0;4;1;20%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;1;0;0;3;1;0
201715432;8;8;11;11;4;44;5;18;23;23;27;1;2;1;4.5;86;15.11;12.75;0;2;0;11;8;8;11;11;4;5;5;7;55%;;0;1;13;62%;0%;0%;0%;86%;0%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201819506;7;8;8;13;4;44;5;18;18;23;23;2;2;0;3.5;105;13.95;12.74;2;1;0;13;7;8;8;13;4;4;5;6;53%;;0;3;10;53%;0%;0%;0%;100%;0%;0%;60%;0%;0%;0%;EVALUACION INTEGRAL;1;19;0;0;0;0;4;0;0
201617030;5;4;7;10;4;44;3;18;18;18;27;3;0;1;4;69;15.82;13.01;3;7;0;10;5;4;7;10;3;4;4;6;65%;;0;4;7;41%;0%;0%;0%;80%;0%;100%;50%;0%;0%;0%;GENERAL;1;22;0;0;0;0;4;0;0
20181B733;8;9;12;12;4;44;3;27;23;23;27;0;2;2;4.5;85;15.15;16.1;0;0;0;12;8;9;12;12;4;5;6;7;54%;;0;5;10;45%;0%;0%;0%;75%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;0;0;0;0;4;0;0
201321986;10;9;9;;3;44;2;18;18;18;0;3;0;0;1;108;8.63;11.23;2;2;0;9;10;9;9;0;4;5;0;0;32%;;0;8;1;11%;0%;0%;0%;0%;0%;33%;0%;0%;0%;0%;ADP REGULAR;1;27;1;1;1;0;1;3;0
201822761;9;8;8;13;4;44;4;27;23;23;23;0;3;1;4;92;14.84;14.71;0;0;0;13;9;8;8;13;5;5;5;1;42%;;0;2;13;81%;0%;0%;0%;100%;0%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201720598;5;6;10;11;4;44;5;18;18;23;23;2;2;0;3.5;96;14.6;13.95;1;1;0;11;5;6;10;11;4;4;4;5;53%;;0;1;11;65%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;1;0;0;0;3;1;0
201726137;8;8;10;10;4;44;5;27;27;27;27;0;0;4;5;38;17;16.08;0;0;3;10;8;8;10;10;6;5;6;0;47%;;0;0;17;100%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201823651;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;75;15.59;16.39;0;0;5;12;9;8;7;12;5;5;5;6;58%;;0;0;15;71%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;0;0;0;4;0;0
201722581;7;10;11;15;4;44;6;18;23;27;27;1;1;2;4.5;69;15.81;13.96;0;1;5;15;7;10;11;15;4;5;7;7;53%;;0;1;15;65%;0%;0%;0%;100%;100%;0%;90%;0%;0%;0%;EVALUACION INTEGRAL;1;23;0;0;0;0;4;0;0
201814594;7;8;12;17;4;44;6;27;27;27;27;0;0;4;5;57;16.22;15.56;0;0;3;17;7;8;12;17;4;6;6;6;50%;;0;0;16;73%;0%;0%;0%;100%;0%;0%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201621240;10;;;;1;41;2;18;0;0;0;1;0;0;1;112;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;1;0;0;0;3;1;0
201616493;6;5;5;7;4;44;3;18;18;18;27;3;0;1;4;84;15.2;12.16;2;2;0;7;6;5;5;7;4;0;4;0;35%;;0;4;4;50%;0%;0%;0%;50%;50%;50%;50%;0%;0%;0%;GENERAL;0;21;0;1;1;0;2;2;0
201822625;9;8;11;12;4;44;5;27;27;27;27;0;0;4;5;32;17.3;17.27;0;0;5;12;9;8;11;12;6;6;4;5;53%;;0;1;15;71%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;BECAS PRONABEC;0;21;0;0;0;0;4;0;0
20171C500;12;10;;10;3;45;2;18;18;0;18;3;0;0;1;113;9.27;11.6;2;3;0;10;12;10;0;10;5;0;0;4;28%;;0;4;1;11%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;23;0;0;0;0;4;0;0
201822867;9;7;8;12;4;44;5;27;27;27;27;0;0;4;5;26;17.6;17.22;0;0;5;12;9;7;8;12;5;5;6;6;61%;;0;1;15;68%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;BECAS PRONABEC;0;20;0;0;0;0;4;0;0
201616255;3;;;;1;41;2;18;0;0;0;1;0;0;1;111;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;1;0;0;0;3;1;0
201718938;5;7;10;15;4;44;5;23;23;23;27;0;3;1;4.5;81;15.33;14.12;0;0;0;15;5;7;10;15;5;5;5;7;59%;;0;3;12;55%;0%;0%;0%;100%;0%;0%;67%;0%;0%;0%;EVALUACION INTEGRAL;1;23;0;0;0;0;4;0;0
201712811;10;11;12;15;4;44;5;23;27;23;27;0;2;2;4.5;81;15.33;14.12;0;1;3;15;10;11;12;15;6;6;6;7;52%;;0;1;17;68%;0%;0%;0%;100%;0%;100%;92%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201812795;5;;;;1;41;2;18;0;0;0;1;0;0;1;92;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;1;0;0;0;0;0;4;0;0
201818741;7;;;;1;41;2;23;0;0;0;0;1;0;4;49;14.67;14.17;0;0;0;7;7;0;0;0;5;0;0;0;71%;;0;2;3;60%;0%;0%;0%;0%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201615424;8;7;10;10;4;44;5;18;18;23;27;2;1;1;4.5;82;15.29;13.15;3;3;0;10;8;7;10;10;3;4;5;7;54%;;0;3;9;47%;0%;0%;0%;83%;100%;100%;50%;0%;0%;0%;GENERAL;1;22;0;1;0;0;3;1;0
20181B054;10;9;8;11;4;44;4;23;18;18;27;2;1;1;4.5;49;16.56;13.89;2;2;0;11;10;9;8;11;6;4;4;6;53%;;0;7;7;35%;0%;0%;0%;57%;0%;100%;33%;0%;0%;0%;EVALUACION INTEGRAL;1;25;0;0;1;0;3;1;0
201710431;15;9;11;;3;44;2;18;18;18;0;3;0;0;1;81;13.6;13.1;2;2;0;11;15;9;11;0;4;4;0;0;23%;;0;5;3;38%;0%;0%;0%;50%;0%;0%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;1;1;0;2;2;0
20141A332;6;1;;;2;41;2;18;18;0;0;2;0;0;1;120;0.75;9.04;2;5;0;1;6;1;0;0;4;0;0;0;57%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;ADP REGULAR;1;25;1;1;0;0;2;2;0
20171F098;8;9;13;13;4;44;6;27;27;27;27;0;0;4;5;50;16.52;17.07;0;0;1;13;8;9;13;13;4;6;6;7;53%;;0;0;16;70%;0%;0%;0%;100%;0%;0%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
20141A847;6;5;7;6;4;45;3;18;23;18;18;3;1;0;2;99;12;12.96;1;3;0;6;6;5;7;6;4;5;0;4;54%;;0;4;5;38%;0%;0%;0%;67%;0%;100%;33%;0%;0%;0%;CICLO DE PREPARACIÓN;1;24;0;0;0;0;4;0;0
20171F039;7;7;8;8;4;44;4;23;27;23;23;0;3;1;3.5;107;55;14.55;0;0;5;8;7;7;8;8;6;5;5;5;70%;;0;7;9;43%;0%;0%;0%;63%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;22;0;0;0;0;4;0;0
201817799;5;4;5;10;4;44;3;27;27;27;27;0;0;4;5;28;17.5;15.92;0;0;5;10;5;4;5;10;0;4;5;6;63%;;0;1;8;53%;0%;0%;0%;100%;100%;100%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201822207;14;13;17;22;4;44;6;23;27;23;27;0;2;2;4.5;44;16.73;15.26;0;0;3;22;14;13;17;22;6;6;7;8;41%;;0;2;17;63%;0%;0%;100%;100%;0%;100%;86%;100%;0%;0%;TRASLADOS;0;25;0;0;0;0;4;0;0
201725799;10;8;11;11;4;44;4;27;23;23;23;0;3;1;4;103;55;14.87;0;0;0;11;10;8;11;11;5;4;5;5;48%;;0;7;7;37%;0%;0%;0%;71%;0%;100%;17%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201713118;20;20;21;21;4;44;3;18;18;18;18;4;0;0;1;95;12.56;11.26;6;6;0;21;20;20;21;21;4;4;0;4;15%;;0;4;4;33%;0%;0%;0%;40%;100%;0%;50%;0%;0%;0%;TRASLADOS;0;25;1;1;1;1;0;4;0
201820004;9;8;11;11;4;44;5;27;27;23;27;0;1;3;4.5;87;15.09;15.51;0;0;5;11;9;8;11;11;6;6;5;6;59%;;0;1;16;70%;0%;0%;0%;100%;100%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201810499;7;6;7;12;4;44;4;23;18;23;23;1;3;0;3.5;99;14.41;13.01;1;1;0;12;7;6;7;12;4;4;5;6;59%;;0;3;10;53%;0%;0%;0%;88%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201722886;5;6;7;9;4;44;4;18;18;23;27;2;1;1;4.5;49;16.53;14.43;2;1;0;9;5;6;7;9;3;4;5;7;70%;;0;2;10;53%;0%;0%;0%;86%;0%;0%;80%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;0;0;0;4;0;0
201823948;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;30;17.41;17.08;0;0;5;12;9;8;7;12;5;5;5;6;58%;;0;0;15;71%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201823864;9;6;6;9;4;44;3;23;18;18;18;3;1;0;1;120;8.17;10.1;3;3;0;9;9;6;6;9;5;4;5;0;47%;;0;8;6;43%;0%;0%;0%;50%;0%;50%;40%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;0;0;1;1;2;2;1
201721452;7;5;8;8;4;44;3;23;18;23;23;1;3;0;3.5;110;13.35;13.41;1;1;0;8;7;5;8;8;3;3;5;5;57%;;0;5;6;38%;0%;0%;0%;67%;0%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;0;0;0;4;0;0
201321949;8;10;12;13;4;44;5;27;27;27;27;0;0;4;5;62;16.06;16.74;0;0;5;13;8;10;12;13;4;7;5;5;49%;;1|;3;12;57%;0%;0%;0%;86%;0%;0%;75%;0%;0%;0%;ADP REGULAR;0;28;0;0;0;0;4;0;0
201812300;5;7;8;11;4;44;5;23;23;23;27;0;3;1;4.5;66;15.91;14.7;0;0;0;11;5;7;8;11;4;4;5;7;65%;;0;1;12;60%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
20171A750;7;8;12;11;4;44;5;27;23;23;27;0;2;2;4.5;56;16.27;14.37;0;1;0;11;7;8;12;11;4;5;4;7;53%;;0;1;12;60%;0%;0%;0%;83%;0%;0%;100%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;0;0;0;4;0;0
20181B129;13;6;;;2;41;2;27;27;0;0;0;0;2;5;49;55;14.64;0;0;0;6;13;6;0;0;5;0;0;0;26%;;0;5;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
