COD_ALUMNO;201901;201902;202001;202002;cuantos ciclos tiene el alumno;curricula ;nivel alumno;201901;201902;202001;202002;18;23;27;MAX_CREDITAJE;NUM_TURNO;POND_ACTUAL;POND_ACUMULADO;NUM_OBS_CONS;NUM_OBS_ALTE;TIPO_MERITO;m_habil_COD_CURSO;201901;201902;202001;202002;201901;201902;202001;202002;COD_ESTADO_MAT_CUR;NUM_VEZ_CURSO;Extra_acad;NO;SI;promadio de aprobacion de cursos de manera historica;ADMINISTRACION;ADMINISTRACION Y MARKETING;ADMINISTRACION Y RECURSOS HUMANOS;CIENCIAS;ECONOMIA Y NEGOCIOS INTERNACIONALES;HUMANIDADES;INGENIERIA INDUSTRIAL;INICIATIVA EMPRESARIAL;TRADUCCION E INTERPRETACION PROFESIONAL;#N/D;m_habil_DES_TIPO_INGRESO;SEXO;Edad;201901;201902;202001;202002;0;1;RIESGO
201716569;10;10;11;;3;44;5;23;27;23;0;0;2;1;3.5;82;13.56;13.9;0;1;5;11;10;10;11;0;5;6;0;0;35%;;0;0;11;100%;0%;0%;0%;100%;0%;0%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201715810;9;10;9;9;4;44;3;18;18;18;23;3;1;0;3.5;95;14.67;11.43;1;4;0;9;9;10;9;9;4;4;4;5;46%;;0;3;9;53%;0%;0%;0%;67%;0%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;21;1;1;0;0;2;2;0
201724288;13;5;;;2;41;2;18;18;0;0;2;0;0;1;100;7.4;11.77;3;3;0;5;13;5;0;0;4;4;0;0;44%;;0;6;2;25%;0%;0%;0%;33%;0%;100%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;23;1;0;0;0;3;1;0
201823538;11;9;13;13;4;44;6;27;27;27;27;0;0;4;5;54;16.35;17.63;0;0;1;13;11;9;13;13;6;6;6;7;54%;;0;0;18;72%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
20181C256;8;7;7;;3;44;2;23;18;18;0;2;1;0;2;110;7.2;11.06;2;2;0;7;8;7;7;0;5;4;0;0;41%;;0;9;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;1;1;0;2;2;0
201722889;7;8;10;10;4;44;5;23;18;27;27;1;1;2;4.5;59;16.15;14.61;1;1;0;10;7;8;10;10;5;4;6;7;63%;;0;3;12;55%;0%;0%;0%;75%;0%;0%;86%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201810017;7;7;;;2;41;3;23;18;0;0;1;1;0;2;95;12.29;13.51;2;2;0;7;7;7;0;0;6;4;0;0;71%;;0;6;4;40%;0%;0%;0%;50%;0%;50%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201718662;7;5;;;2;41;2;18;18;0;0;2;0;0;1;118;5.75;11.28;2;3;0;5;7;5;0;0;5;0;0;0;42%;;1|;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;23;0;1;0;0;3;1;0
20181A906;10;8;12;12;4;44;5;27;27;27;27;0;0;4;5;82;15.3;16.5;0;0;5;12;10;8;12;12;5;6;6;7;57%;;0;1;16;67%;0%;0%;0%;100%;0%;100%;89%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201815973;6;8;9;10;4;44;4;23;23;18;27;1;2;1;4.5;37;17.06;14.42;1;1;3;10;6;8;9;10;4;5;4;6;58%;;0;5;8;42%;0%;0%;0%;57%;0%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201817277;8;9;12;13;4;44;5;18;23;23;27;1;2;1;4.5;58;16.2;14.16;0;1;0;13;8;9;12;13;4;5;5;0;33%;;0;1;13;93%;0%;0%;0%;86%;0%;0%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;26;0;0;0;0;4;0;0
20181E772;6;7;10;10;4;44;5;23;23;27;27;0;2;2;4.5;85;15.17;15.09;0;0;0;10;6;7;10;10;4;6;5;5;61%;;0;0;15;75%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201815316;6;;;;1;41;2;18;0;0;0;1;0;0;1;90;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;1;0;0;0;0;0;4;0;0
201718029;6;1;;;2;41;2;18;18;0;0;2;0;0;1;118;8.38;10.72;5;5;0;1;6;1;0;0;3;0;0;0;43%;;0;2;1;33%;0%;0%;0%;50%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;1;1;0;0;2;2;0
20181E686;8;9;10;16;4;44;5;23;23;23;27;0;3;1;4.5;72;15.7;14.81;0;0;0;16;8;9;10;16;6;5;5;7;53%;;0;0;16;70%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201212207;7;7;11;7;4;45;2;18;27;18;18;3;0;1;2;106;10;11.62;1;5;3;7;7;7;11;7;1;3;0;4;25%;;0;2;2;25%;0%;0%;0%;50%;0%;0%;50%;0%;0%;0%;ADP REGULAR;0;32;1;0;0;0;3;1;0
201518457;6;1;;;2;41;2;18;18;0;0;2;0;0;1;118;2.81;8.66;3;3;0;1;6;1;0;0;4;0;0;0;57%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;GENERAL;0;28;0;1;0;0;3;1;0
20181B546;5;5;9;10;4;44;5;27;27;27;23;0;1;3;3.5;108;13.65;15.07;0;0;3;10;5;5;9;10;4;5;6;6;72%;;0;3;12;57%;0%;0%;0%;100%;100%;0%;57%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201623909;9;7;7;9;4;44;2;18;18;18;18;4;0;0;1;59;16.17;10.02;6;6;0;9;9;7;7;9;5;0;4;4;41%;;1|;3;5;38%;0%;0%;0%;75%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;1;1;2;2;1
20151C100;13;12;12;12;4;44;5;27;27;18;18;2;0;2;3;100;11.8;13.44;1;2;5;12;13;12;12;12;7;7;0;0;29%;;1|;6;7;50%;0%;0%;0%;100%;0%;100%;38%;0%;0%;0%;SELECCIÓN PREFERENTE;0;22;0;0;0;0;4;0;0
201823075;10;9;11;13;4;44;5;27;18;23;27;1;1;2;4.5;81;15.31;14.2;1;1;0;13;10;9;11;13;5;4;5;6;47%;;0;4;10;50%;0%;0%;0%;86%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
20181D397;9;5;1;;3;44;2;27;18;18;0;2;0;1;2;97;13;14.22;1;1;0;1;9;5;1;0;6;4;0;0;67%;;3|;4;3;30%;0%;0%;0%;0%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;1;0;3;1;0
20181E858;8;9;9;13;4;44;3;23;18;23;27;1;2;1;4.5;73;15.64;14.16;1;1;0;13;8;9;9;13;4;4;5;7;51%;;0;4;9;45%;0%;0%;0%;75%;0%;0%;60%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201811919;7;4;7;10;4;44;3;23;18;23;27;1;2;1;4.5;60;16.14;13.88;1;1;0;10;7;4;7;10;4;4;5;6;68%;;0;3;10;53%;0%;0%;0%;80%;0%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
20181A608;10;10;11;17;4;44;6;27;27;27;27;0;0;4;5;36;17.09;17.1;0;0;3;17;10;10;11;17;7;6;6;7;54%;;|2;0;17;65%;0%;0%;0%;100%;0%;100%;100%;0%;0%;100%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201819127;7;;;;1;41;2;18;0;0;0;1;0;0;1;111;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;0;0;0;0;4;0;0
201718665;12;11;11;16;4;44;5;23;23;27;27;0;2;2;4.5;69;15.8;15.43;0;0;1;16;12;11;11;16;5;5;6;7;46%;;0;3;13;57%;0%;0%;0%;83%;0%;0%;80%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;0;0;0;4;0;0
201824125;9;8;8;12;4;44;3;23;23;23;27;0;3;1;4.5;77;15.5;14.47;0;0;0;12;9;8;8;12;5;5;5;5;54%;;0;1;14;70%;0%;0%;0%;100%;0%;100%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
20181A712;9;8;8;12;4;44;3;18;18;18;23;3;1;0;3.5;98;14.5;12.52;3;3;0;12;9;8;8;12;5;4;4;5;49%;;0;4;9;50%;0%;0%;0%;83%;0%;100%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;1;0;0;0;3;1;0
20181E007;8;9;9;11;4;44;4;27;18;23;23;1;2;1;3.5;106;13.91;13.67;1;1;0;11;8;9;9;11;4;4;6;5;51%;;0;4;10;53%;0%;0%;0%;71%;100%;0%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201820823;9;;;;1;41;2;18;0;0;0;1;0;0;1;91;55;13.58;1;1;0;9;9;0;0;0;4;0;0;0;44%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
201720435;9;8;;;2;41;2;18;18;0;0;2;0;0;1;97;55;14.33;1;1;0;8;9;8;0;0;4;0;0;0;24%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
201523317;9;8;;;2;41;2;23;23;0;0;0;2;0;4;83;0;0;0;0;0;8;9;8;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;GENERAL;1;0;0;0;0;0;4;0;0
201717635;8;4;6;6;4;44;2;23;18;18;18;3;1;0;1;118;55;12.16;2;4;0;6;8;4;6;6;5;3;4;4;67%;;0;8;4;25%;0%;0%;0%;20%;0%;100%;0%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;0;0;0;4;0;0
201817639;8;7;12;12;4;44;5;23;18;23;27;1;2;1;4.5;82;15.3;15.17;0;0;0;12;8;7;12;12;5;5;6;7;59%;;1|;2;13;57%;0%;0%;0%;80%;0%;100%;89%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;1;0;0;3;1;0
201514530;13;1;;;2;41;2;18;18;0;0;2;0;0;1;120;9.8;11.03;4;7;0;1;13;1;0;0;4;0;0;0;29%;;0;3;1;25%;0%;0%;0%;0%;0%;0%;50%;0%;0%;0%;GENERAL;1;23;1;1;0;0;2;2;0
201715182;5;7;10;10;4;44;4;23;23;18;27;1;2;1;4.5;59;16.17;13.88;1;1;0;10;5;7;10;10;4;6;4;6;63%;;0;4;10;50%;0%;0%;0%;83%;0%;100%;67%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;0;0;0;4;0;0
201818223;7;8;12;17;4;44;6;27;23;27;27;0;1;3;4.5;66;15.91;15.97;0;0;1;17;7;8;12;17;4;5;6;6;48%;;0;0;15;71%;0%;0%;0%;100%;0%;0%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201812141;6;8;9;;3;44;3;18;23;18;0;2;1;0;2;93;12.71;13.56;1;2;0;9;6;8;9;0;3;4;0;0;30%;;0;3;4;57%;0%;0%;0%;75%;0%;0%;50%;0%;0%;0%;SELECCIÓN PREFERENTE;0;22;0;0;0;0;4;0;0
20171B383;8;6;7;9;4;44;2;18;18;18;18;4;0;0;1;121;6.2;9.31;5;5;0;9;8;6;7;9;4;3;5;0;40%;;1|;9;2;17%;0%;0%;0%;33%;0%;0%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;1;1;1;1;0;4;0
201723304;5;9;10;10;4;44;4;23;18;18;27;2;1;1;4.5;68;15.83;14.35;1;1;0;10;5;9;10;10;5;0;4;6;44%;;0;1;8;53%;0%;0%;0%;80%;0%;0%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;21;0;0;0;0;4;0;0
201822553;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;18;18.27;17.67;0;0;1;12;9;8;7;12;5;5;5;7;61%;;0;0;15;68%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;BECAS PRONABEC;1;19;0;0;0;0;4;0;0
201824203;9;8;11;78;4;44;3;27;18;23;27;1;1;2;4.5;46;16.69;15.17;1;1;3;78;9;8;11;78;6;3;4;8;20%;;1|;3;9;43%;0%;0%;0%;80%;50%;100%;67%;0%;0%;0%;EVALUACION INTEGRAL;1;23;0;0;0;0;4;0;0
201812332;16;9;11;12;4;44;5;23;18;23;27;1;2;1;4.5;79;15.43;14.16;1;1;0;12;16;9;11;12;6;4;5;7;46%;;0;3;12;55%;0%;0%;0%;71%;0%;100%;83%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
20181C590;8;7;11;11;4;44;4;27;27;23;18;1;1;2;3;118;10.82;14.44;1;1;3;11;8;7;11;11;6;6;5;0;46%;;0;5;12;71%;0%;0%;0%;71%;0%;100%;63%;0%;0%;0%;TRASLADOS;0;22;0;0;0;0;4;0;0
201718750;7;5;5;;3;44;2;18;18;18;0;3;0;0;1;110;7.5;11.26;2;4;0;5;7;5;5;0;3;3;0;0;35%;;0;5;1;17%;0%;0%;0%;33%;0%;0%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;20;1;0;1;0;2;2;0
20161C740;6;;;;1;41;2;18;0;0;0;1;0;0;1;111;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;1;0;1;0;0;0;3;1;0
201715889;5;4;7;7;4;44;2;18;18;18;18;4;0;0;1;92;14.86;12.19;3;4;0;7;5;4;7;7;4;4;4;0;52%;;0;9;3;25%;0%;0%;0%;60%;0%;0%;0%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;1;1;1;1;3;1
201812355;8;8;10;12;4;44;5;23;18;23;27;1;2;1;4.5;57;16.25;14.24;1;1;0;12;8;8;10;12;5;4;5;0;37%;;0;4;10;71%;0%;0%;0%;71%;0%;100%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
20181C552;6;5;8;9;4;44;3;18;18;23;18;3;1;0;2;117;11.48;12.38;1;2;0;9;6;5;8;9;5;0;6;0;39%;;0;5;6;55%;0%;0%;0%;50%;0%;50%;75%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;1;0;0;3;1;0
201819469;9;7;12;17;4;44;6;27;23;27;27;0;1;3;4.5;72;15.7;15.84;0;0;3;17;9;7;12;17;6;5;6;7;53%;;0;1;16;67%;0%;0%;0%;100%;0%;100%;90%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
20171E277;8;6;8;12;4;44;4;18;18;23;23;2;2;0;3.5;94;14.73;12.91;0;2;0;12;8;6;8;12;5;4;5;5;56%;;0;4;10;53%;0%;0%;0%;80%;0%;67%;80%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;1;0;0;3;1;0
201718084;5;;;;1;41;2;18;0;0;0;1;0;0;1;90;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;EVALUACION INTEGRAL;1;0;0;0;0;0;4;0;0
201716385;8;7;7;;3;44;2;18;18;18;0;3;0;0;1;4;0;0;0;0;0;7;8;7;7;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;EVALUACION INTEGRAL;1;0;1;1;1;0;1;3;0
201818102;8;;;;1;41;2;23;0;0;0;0;1;0;4;47;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;EVALUACION INTEGRAL;1;0;0;0;0;0;4;0;0
20181C194;6;6;8;12;4;44;5;23;23;27;27;0;2;2;4.5;71;15.72;14.59;0;0;0;12;6;6;8;12;4;4;6;7;66%;;0;2;12;57%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201819763;7;9;11;84;4;44;5;27;23;27;27;0;1;3;4.5;55;16.33;15.66;0;0;0;84;7;9;11;84;5;5;6;7;21%;;0;1;15;65%;0%;0%;0%;100%;0%;100%;89%;0%;0%;0%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201424303;4;7;10;11;4;44;4;18;23;23;27;1;2;1;4.5;69;15.78;12.81;0;2;0;11;4;7;10;11;3;6;5;6;63%;;0;2;12;60%;0%;0%;0%;86%;0%;0%;100%;0%;0%;0%;ADP REGULAR;1;27;1;0;0;0;3;1;0
201822478;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;17;18.41;17.9;0;0;1;12;9;8;7;12;6;5;5;7;64%;;0;1;15;65%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;BECAS PRONABEC;1;21;0;0;0;0;4;0;0
201618916;8;6;8;80;4;44;3;18;23;18;27;2;1;1;4.5;72;15.69;13.29;1;3;0;80;8;6;8;80;5;5;4;7;21%;;0;4;10;48%;0%;0%;0%;71%;0%;67%;75%;0%;0%;0%;GENERAL;0;21;0;0;0;0;4;0;0
201815850;7;8;11;12;4;44;5;23;23;27;27;0;2;2;4.5;59;16.15;14.96;0;0;0;12;7;8;11;12;5;5;5;6;55%;;0;1;14;67%;0%;0%;0%;86%;0%;100%;100%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
20171F073;5;3;6;6;4;44;2;23;18;23;18;2;2;0;2;121;6.76;12.77;1;2;0;6;5;3;6;6;4;3;4;4;75%;;1|;7;3;20%;0%;0%;0%;20%;100%;0%;25%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;1;0;1;2;2;1
201612792;6;;;;1;41;2;18;0;0;0;1;0;0;1;115;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;GENERAL;0;0;1;0;0;0;3;1;0
201810521;4;7;10;11;4;44;5;27;23;23;23;0;3;1;4;96;14.61;14.12;0;0;0;11;4;7;10;11;4;6;5;6;66%;;0;2;13;62%;0%;0%;0%;100%;0%;100%;83%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;0;0;0;4;0;0
201723075;7;8;9;12;4;44;3;18;27;18;27;2;0;2;4.5;41;16.88;14.89;1;2;3;12;7;8;9;12;5;6;4;7;61%;;0;5;10;45%;0%;0%;0%;83%;0%;50%;67%;0%;0%;0%;EVALUACION INTEGRAL;0;20;0;0;0;0;4;0;0
201810825;7;7;10;11;4;44;5;23;18;27;27;1;1;2;4.5;25;17.68;14.63;1;1;5;11;7;7;10;11;6;4;4;6;57%;;0;4;10;50%;0%;0%;0%;75%;0%;0%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
20171C473;6;7;8;10;4;44;3;18;18;18;27;3;0;1;4;54;16.38;12.74;5;5;0;10;6;7;8;10;4;4;3;7;58%;;0;5;6;33%;0%;0%;0%;50%;0%;0%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;0;22;1;0;1;0;2;2;0
20171C509;7;7;10;10;4;44;4;23;27;23;23;0;3;1;3.5;109;13.53;14.5;0;0;0;10;7;7;10;10;4;5;5;6;59%;;0;4;10;50%;0%;0%;0%;83%;0%;0%;63%;0%;0%;0%;EVALUACION INTEGRAL;0;21;0;0;0;0;4;0;0
201822656;9;9;7;12;4;44;5;27;27;27;27;0;0;4;5;52;16.45;16.97;0;0;5;12;9;9;7;12;5;6;5;6;59%;;1|;0;15;68%;0%;0%;0%;100%;0%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;19;0;0;0;0;4;0;0
20181B779;7;8;8;12;4;44;4;18;18;23;18;3;1;0;2;113;12.82;11.97;1;3;0;12;7;8;8;12;5;4;5;4;51%;;0;5;9;50%;0%;0%;0%;86%;0%;0%;60%;0%;0%;0%;EVALUACION INTEGRAL;1;22;1;0;0;0;3;1;0
201815150;7;8;12;12;4;44;5;23;23;23;27;0;3;1;4.5;69;15.78;14.27;0;0;0;12;7;8;12;12;4;5;6;7;56%;;0;1;14;64%;0%;0%;0%;83%;0%;0%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;18;0;0;0;0;4;0;0
201718246;4;4;4;5;4;44;3;18;18;18;27;3;0;1;4;30;17.4;13.05;2;3;5;5;4;4;4;5;3;0;4;5;71%;;0;2;5;42%;0%;0%;0%;50%;50%;0%;100%;0%;0%;0%;EVALUACION INTEGRAL;1;20;0;1;1;0;2;2;0
20181C980;8;9;13;13;4;44;3;23;23;18;18;2;2;0;2;89;15;14.13;1;1;0;13;8;9;13;13;5;5;5;5;47%;;0;5;10;50%;0%;0%;0%;83%;0%;0%;63%;0%;0%;0%;EVALUACION INTEGRAL;1;22;0;0;0;1;3;1;1
201620148;5;3;3;6;4;44;3;18;18;18;27;3;0;1;4;57;16.25;11.06;3;5;0;6;5;3;3;6;4;3;3;6;94%;;0;6;4;25%;0%;0%;0%;33%;33%;100%;33%;0%;0%;0%;SELECCIÓN PREFERENTE;1;23;0;1;1;0;2;2;0
201612938;6;;;;1;41;2;18;0;0;0;1;0;0;1;96;55;13.43;1;2;0;6;6;0;0;0;3;0;0;0;50%;;0;3;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;GENERAL;1;21;0;0;0;0;4;0;0
20161D194;8;8;8;8;4;44;3;18;23;18;18;3;1;0;2;96;12.44;12.96;1;3;0;8;8;8;8;8;4;6;0;0;31%;;0;3;7;70%;0%;0%;0%;80%;0%;100%;67%;0%;0%;0%;GENERAL;1;23;0;0;0;0;4;0;0
20181C054;6;;;;1;41;2;18;0;0;0;1;0;0;1;100;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;0;0;0;0;0;0;4;0;0
201711689;5;6;8;10;4;44;4;23;18;23;27;1;2;1;4.5;68;15.86;13.65;1;2;0;10;5;6;8;10;4;4;5;6;66%;;0;2;11;58%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;EVALUACION INTEGRAL;1;21;0;0;0;0;4;0;0
201820707;9;11;8;11;4;44;5;27;27;27;27;0;0;4;5;2;17.64;16.54;0;0;5;11;9;11;8;11;6;8;5;6;64%;;|3;0;16;64%;0%;0%;0%;100%;0%;100%;100%;0%;0%;100%;SELECCIÓN PREFERENTE;1;20;0;0;0;0;4;0;0
201822615;9;8;7;12;4;44;5;27;27;27;27;0;0;4;5;19;18.18;18.62;0;0;1;12;9;8;7;12;5;5;5;6;58%;;0;0;15;71%;0%;0%;0%;100%;100%;100%;100%;0%;0%;0%;BECAS PRONABEC;0;20;0;0;0;0;4;0;0
201815794;7;5;9;10;4;44;5;27;27;23;27;0;1;3;4.5;53;16.39;15.6;0;0;5;10;7;5;9;10;5;5;5;6;68%;;0;1;14;67%;0%;0%;0%;100%;100%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;0;19;0;0;0;0;4;0;0
201823881;9;8;8;;3;44;4;23;27;23;0;0;2;1;3.5;54;14.9;15.02;0;0;3;8;9;8;8;0;5;6;0;0;44%;;0;2;9;82%;0%;0%;0%;100%;0%;100%;67%;0%;0%;0%;SELECCIÓN PREFERENTE;0;20;0;0;0;0;4;0;0
201716083;7;6;7;10;4;44;3;23;23;27;23;0;3;1;3.5;100;14.38;14.05;0;0;3;10;7;6;7;10;6;3;4;6;63%;;0;6;7;37%;0%;0%;0%;57%;50%;0%;50%;0%;0%;0%;EVALUACION INTEGRAL;1;25;0;0;0;0;4;0;0
201811776;7;;;;1;41;2;18;0;0;0;1;0;0;1;110;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;SELECCIÓN PREFERENTE;1;0;0;0;0;0;4;0;0
201615230;7;7;;;2;41;2;18;18;0;0;2;0;0;1;112;55;12.46;2;3;0;7;7;7;0;0;4;0;0;0;29%;;0;4;0;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;GENERAL;0;29;1;1;0;0;2;2;0
20141A800;9;13;12;16;4;44;5;18;18;23;27;2;1;1;4.5;66;15.91;13.27;0;3;0;16;9;13;12;16;4;4;6;7;42%;;0;2;12;57%;0%;0%;0%;100%;0%;0%;80%;0%;0%;0%;ADP REGULAR;1;23;1;1;0;0;2;2;0
201716731;6;3;3;;3;44;2;18;18;18;0;3;0;0;1;109;8.17;11.92;3;3;0;3;6;3;3;0;5;0;0;0;42%;;0;3;2;40%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;SELECCIÓN PREFERENTE;1;22;0;0;1;0;3;1;0
20181C604;6;6;8;12;4;44;5;18;23;27;27;1;1;2;4.5;83;15.24;14.71;0;1;5;12;6;6;8;12;4;4;6;7;66%;;0;2;12;57%;0%;0%;0%;100%;0%;100%;80%;0%;0%;0%;SELECCIÓN PREFERENTE;1;21;0;0;0;0;4;0;0
20171B287;5;;;;1;41;2;18;0;0;0;1;0;0;1;119;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;EVALUACION INTEGRAL;1;0;1;0;0;0;3;1;0
201415954;9;;;;1;41;2;23;0;0;0;0;1;0;4;78;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0%;;0;#N/D;#N/D;0%;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;ADP REGULAR;1;0;0;0;0;0;4;0;0
20161C633;7;8;9;12;4;44;3;18;23;18;23;2;2;0;3.5;108;13.67;12.36;1;5;0;12;7;8;9;12;4;4;4;6;50%;;0;3;9;50%;0%;0%;0%;100%;0%;0%;60%;0%;0%;0%;GENERAL;1;22;1;0;1;0;2;2;0
20181C958;8;8;11;12;4;44;5;23;27;23;27;0;2;2;4.5;85;15.18;14.83;0;0;0;12;8;8;11;12;5;5;5;7;56%;;0;3;12;55%;0%;0%;0%;100%;0%;50%;71%;0%;0%;0%;SELECCIÓN PREFERENTE;1;19;0;0;0;0;4;0;0
